timestamp,ac_id,current_temp
2026-02-14 09:11:55,F1-AC1,22.38
2026-02-14 09:12:00,F1-AC1,22.48
2026-02-14 09:12:05,F1-AC1,22.35
2026-02-14 09:12:10,F1-AC1,22.32
2026-02-14 09:12:15,F1-AC1,22.36
2026-02-14 09:12:20,F1-AC1,22.45
2026-02-14 09:12:25,F1-AC1,22.28
2026-02-14 09:12:30,F1-AC1,22.31
2026-02-14 09:12:35,F1-AC1,22.46
2026-02-14 09:12:40,F1-AC1,22.44
2026-02-14 09:12:45,F1-AC1,22.43
2026-02-14 09:12:50,F1-AC1,22.33
2026-02-14 09:12:55,F1-AC1,22.28
2026-02-14 09:13:00,F1-AC1,22.37
2026-02-14 09:13:05,F1-AC1,22.36
2026-02-14 09:13:10,F1-AC1,22.51
2026-02-14 09:13:15,F1-AC1,22.47
2026-02-14 09:13:20,F1-AC1,22.29
2026-02-14 09:13:25,F1-AC1,22.32
2026-02-14 09:13:30,F1-AC1,22.44
2026-02-14 09:13:35,F1-AC1,22.28
2026-02-14 09:13:40,F1-AC1,22.44
2026-02-14 09:13:45,F1-AC1,22.36
2026-02-14 09:13:50,F1-AC1,22.45
2026-02-14 09:13:55,F1-AC1,22.46
2026-02-14 09:14:00,F1-AC1,22.49
2026-02-14 09:14:05,F1-AC1,22.5
2026-02-14 09:14:10,F1-AC1,22.44
2026-02-14 09:14:15,F1-AC1,22.5
2026-02-14 09:14:20,F1-AC1,22.46
2026-02-14 09:14:25,F1-AC1,22.34
2026-02-14 09:14:30,F1-AC1,22.32
2026-02-14 09:14:35,F1-AC1,22.47
2026-02-14 09:14:40,F1-AC1,22.35
2026-02-14 09:14:45,F1-AC1,22.42
2026-02-14 09:14:50,F1-AC1,22.31
2026-02-14 09:14:55,F1-AC1,22.49
2026-02-14 09:15:00,F1-AC1,22.32
2026-02-14 09:15:05,F1-AC1,22.47
2026-02-14 09:15:10,F1-AC1,22.46
2026-02-14 09:15:15,F1-AC1,22.47
2026-02-14 09:15:20,F1-AC1,22.4
2026-02-14 09:15:25,F1-AC1,22.52
2026-02-14 09:15:30,F1-AC1,22.33
2026-02-14 09:15:35,F1-AC1,22.44
2026-02-14 09:15:40,F1-AC1,22.33
2026-02-14 09:15:45,F1-AC1,22.44
2026-02-14 09:15:50,F1-AC1,22.49
2026-02-14 09:15:55,F1-AC1,22.37
2026-02-14 09:16:00,F1-AC1,22.28
2026-02-14 09:16:05,F1-AC1,22.41
2026-02-14 09:16:10,F1-AC1,22.41
2026-02-14 09:16:15,F1-AC1,22.4
2026-02-14 09:16:20,F1-AC1,22.32
2026-02-14 09:16:25,F1-AC1,22.44
2026-02-14 09:16:30,F1-AC1,22.33
2026-02-14 09:16:35,F1-AC1,22.3
2026-02-14 09:16:40,F1-AC1,22.28
2026-02-14 09:16:45,F1-AC1,22.48
2026-02-14 09:16:50,F1-AC1,22.29
2026-02-14 09:16:55,F1-AC1,22.38
2026-02-14 09:17:00,F1-AC1,22.5
2026-02-14 09:17:05,F1-AC1,22.45
2026-02-14 09:17:10,F1-AC1,22.45
2026-02-14 09:17:15,F1-AC1,22.37
2026-02-14 09:17:20,F1-AC1,22.44
2026-02-14 09:17:25,F1-AC1,22.43
2026-02-14 09:17:30,F1-AC1,22.49
2026-02-14 09:17:35,F1-AC1,22.49
2026-02-14 09:17:40,F1-AC1,22.5
2026-02-14 09:17:45,F1-AC1,22.43
2026-02-14 09:17:50,F1-AC1,22.41
2026-02-14 09:17:55,F1-AC1,22.33
2026-02-14 09:18:00,F1-AC1,22.37
2026-02-14 09:18:05,F1-AC1,22.31
2026-02-14 09:18:10,F1-AC1,22.33
2026-02-14 09:18:15,F1-AC1,22.43
2026-02-14 09:18:20,F1-AC1,22.41
2026-02-14 09:18:25,F1-AC1,22.37
2026-02-14 09:18:30,F1-AC1,22.33
2026-02-14 09:18:35,F1-AC1,22.46
2026-02-14 09:18:40,F1-AC1,22.41
2026-02-14 09:18:45,F1-AC1,22.43
2026-02-14 09:18:50,F1-AC1,22.33
2026-02-14 09:18:55,F1-AC1,22.3
2026-02-14 09:19:00,F1-AC1,22.34
2026-02-14 09:19:05,F1-AC1,22.4
2026-02-14 09:19:10,F1-AC1,22.43
2026-02-14 09:19:15,F1-AC1,22.42
2026-02-14 09:19:20,F1-AC1,22.41
2026-02-14 09:19:25,F1-AC1,22.31
2026-02-14 09:19:30,F1-AC1,22.25
2026-02-14 09:19:35,F1-AC1,22.29
2026-02-14 09:19:40,F1-AC1,22.38
2026-02-14 09:19:45,F1-AC1,22.33
2026-02-14 09:19:50,F1-AC1,22.35
2026-02-14 09:19:55,F1-AC1,22.38
2026-02-14 09:20:00,F1-AC1,22.37
2026-02-14 09:20:05,F1-AC1,22.25
2026-02-14 09:20:10,F1-AC1,22.41
2026-02-14 09:20:15,F1-AC1,22.26
2026-02-14 09:20:20,F1-AC1,22.29
2026-02-14 09:20:25,F1-AC1,22.26
2026-02-14 09:20:30,F1-AC1,22.4
2026-02-14 09:20:35,F1-AC1,22.38
2026-02-14 09:20:40,F1-AC1,22.3
2026-02-14 09:20:45,F1-AC1,22.31
2026-02-14 09:20:50,F1-AC1,22.37
2026-02-14 09:20:55,F1-AC1,22.26
2026-02-14 09:21:00,F1-AC1,22.37
2026-02-14 09:21:05,F1-AC1,22.27
2026-02-14 09:21:10,F1-AC1,22.3
2026-02-14 09:21:15,F1-AC1,22.28
2026-02-14 09:21:20,F1-AC1,22.34
2026-02-14 09:21:25,F1-AC1,22.25
2026-02-14 09:21:30,F1-AC1,22.28
2026-02-14 09:21:35,F1-AC1,22.22
2026-02-14 09:21:40,F1-AC1,22.4
2026-02-14 09:21:45,F1-AC1,22.38
2026-02-14 09:21:50,F1-AC1,22.35
2026-02-14 09:21:55,F1-AC1,22.33
2026-02-14 09:22:00,F1-AC1,22.23
2026-02-14 09:22:05,F1-AC1,22.41
2026-02-14 09:22:10,F1-AC1,22.19
2026-02-14 09:22:15,F1-AC1,22.24
2026-02-14 09:22:20,F1-AC1,22.2
2026-02-14 09:22:25,F1-AC1,22.4
2026-02-14 09:22:30,F1-AC1,22.24
2026-02-14 09:22:35,F1-AC1,22.19
2026-02-14 09:22:40,F1-AC1,22.38
2026-02-14 09:22:45,F1-AC1,22.27
2026-02-14 09:22:50,F1-AC1,22.22
2026-02-14 09:22:55,F1-AC1,22.31
2026-02-14 09:23:00,F1-AC1,22.39
2026-02-14 09:23:05,F1-AC1,22.21
2026-02-14 09:23:10,F1-AC1,22.27
2026-02-14 09:23:15,F1-AC1,22.37
2026-02-14 09:23:20,F1-AC1,22.37
2026-02-14 09:23:25,F1-AC1,22.19
2026-02-14 09:23:30,F1-AC1,22.37
2026-02-14 09:23:35,F1-AC1,22.18
2026-02-14 09:23:40,F1-AC1,22.18
2026-02-14 09:23:45,F1-AC1,22.13
2026-02-14 09:23:50,F1-AC1,22.35
2026-02-14 09:23:55,F1-AC1,22.23
2026-02-14 09:24:00,F1-AC1,22.17
2026-02-14 09:24:05,F1-AC1,22.15
2026-02-14 09:24:10,F1-AC1,22.19
2026-02-14 09:24:15,F1-AC1,22.27
2026-02-14 09:24:20,F1-AC1,22.19
2026-02-14 09:24:25,F1-AC1,22.17
2026-02-14 09:24:30,F1-AC1,22.15
2026-02-14 09:24:35,F1-AC1,22.22
2026-02-14 09:24:40,F1-AC1,22.15
2026-02-14 09:24:45,F1-AC1,22.18
2026-02-14 09:24:50,F1-AC1,22.22
2026-02-14 09:24:55,F1-AC1,22.09
2026-02-14 09:25:00,F1-AC1,22.29
2026-02-14 09:25:05,F1-AC1,22.16
2026-02-14 09:25:10,F1-AC1,22.14
2026-02-14 09:25:15,F1-AC1,22.27
2026-02-14 09:25:20,F1-AC1,22.22
2026-02-14 09:25:25,F1-AC1,22.25
2026-02-14 09:25:30,F1-AC1,22.11
2026-02-14 09:25:35,F1-AC1,22.07
2026-02-14 09:25:40,F1-AC1,22.25
2026-02-14 09:25:45,F1-AC1,22.27
2026-02-14 09:25:50,F1-AC1,22.09
2026-02-14 09:25:55,F1-AC1,22.11
2026-02-14 09:26:00,F1-AC1,22.25
2026-02-14 09:26:05,F1-AC1,22.08
2026-02-14 09:26:10,F1-AC1,22.23
2026-02-14 09:26:15,F1-AC1,22.2
2026-02-14 09:26:20,F1-AC1,22.13
2026-02-14 09:26:25,F1-AC1,22.12
2026-02-14 09:26:30,F1-AC1,22.04
2026-02-14 09:26:35,F1-AC1,22.24
2026-02-14 09:26:40,F1-AC1,22.21
2026-02-14 09:26:45,F1-AC1,22.21
2026-02-14 09:26:50,F1-AC1,22.19
2026-02-14 09:26:55,F1-AC1,22.07
2026-02-14 09:27:00,F1-AC1,22.21
2026-02-14 09:27:05,F1-AC1,22.23
2026-02-14 09:27:10,F1-AC1,22.2
2026-02-14 09:27:15,F1-AC1,22.09
2026-02-14 09:27:20,F1-AC1,22.07
2026-02-14 09:27:25,F1-AC1,22.14
2026-02-14 09:27:30,F1-AC1,22.2
2026-02-14 09:27:35,F1-AC1,22.06
2026-02-14 09:27:40,F1-AC1,22.04
2026-02-14 09:27:45,F1-AC1,21.99
2026-02-14 09:27:50,F1-AC1,22.06
2026-02-14 09:27:55,F1-AC1,22.02
2026-02-14 09:28:00,F1-AC1,22.16
2026-02-14 09:28:05,F1-AC1,22.17
2026-02-14 09:28:10,F1-AC1,22.02
2026-02-14 09:28:15,F1-AC1,21.96
2026-02-14 09:28:20,F1-AC1,22.18
2026-02-14 09:28:25,F1-AC1,22.17
2026-02-14 09:28:30,F1-AC1,22.06
2026-02-14 09:28:35,F1-AC1,22.1
2026-02-14 09:28:40,F1-AC1,22.15
2026-02-14 09:28:45,F1-AC1,22.08
2026-02-14 09:28:50,F1-AC1,21.98
2026-02-14 09:28:55,F1-AC1,21.94
2026-02-14 09:29:00,F1-AC1,22.14
2026-02-14 09:29:05,F1-AC1,22.01
2026-02-14 09:29:10,F1-AC1,22.08
2026-02-14 09:29:15,F1-AC1,21.91
2026-02-14 09:29:20,F1-AC1,21.98
2026-02-14 09:29:25,F1-AC1,21.94
2026-02-14 09:29:30,F1-AC1,21.94
2026-02-14 09:29:35,F1-AC1,21.92
2026-02-14 09:29:40,F1-AC1,21.96
2026-02-14 09:29:45,F1-AC1,22.1
2026-02-14 09:29:50,F1-AC1,22.09
2026-02-14 09:29:55,F1-AC1,21.98
2026-02-14 09:30:00,F1-AC1,22.03
2026-02-14 09:30:05,F1-AC1,21.93
2026-02-14 09:30:10,F1-AC1,21.9
2026-02-14 09:30:15,F1-AC1,21.92
2026-02-14 09:30:20,F1-AC1,22.07
2026-02-14 09:30:25,F1-AC1,21.95
2026-02-14 09:30:30,F1-AC1,21.9
2026-02-14 09:30:35,F1-AC1,21.87
2026-02-14 09:30:40,F1-AC1,22.09
2026-02-14 09:30:45,F1-AC1,22.05
2026-02-14 09:30:50,F1-AC1,21.96
2026-02-14 09:30:55,F1-AC1,21.91
2026-02-14 09:31:00,F1-AC1,21.98
2026-02-14 09:31:05,F1-AC1,22.03
2026-02-14 09:31:10,F1-AC1,21.84
2026-02-14 09:31:15,F1-AC1,22.07
2026-02-14 09:31:20,F1-AC1,21.91
2026-02-14 09:31:25,F1-AC1,21.84
2026-02-14 09:31:30,F1-AC1,21.86
2026-02-14 09:31:35,F1-AC1,22.03
2026-02-14 09:31:40,F1-AC1,21.97
2026-02-14 09:31:45,F1-AC1,21.89
2026-02-14 09:31:50,F1-AC1,21.94
2026-02-14 09:31:55,F1-AC1,21.91
2026-02-14 09:32:00,F1-AC1,22.02
2026-02-14 09:32:05,F1-AC1,21.93
2026-02-14 09:32:10,F1-AC1,21.8
2026-02-14 09:32:15,F1-AC1,22.0
2026-02-14 09:32:20,F1-AC1,22.02
2026-02-14 09:32:25,F1-AC1,21.96
2026-02-14 09:32:30,F1-AC1,21.88
2026-02-14 09:32:35,F1-AC1,21.89
2026-02-14 09:32:40,F1-AC1,21.87
2026-02-14 09:32:45,F1-AC1,21.84
2026-02-14 09:32:50,F1-AC1,21.95
2026-02-14 09:32:55,F1-AC1,21.8
2026-02-14 09:33:00,F1-AC1,21.87
2026-02-14 09:33:05,F1-AC1,21.77
2026-02-14 09:33:10,F1-AC1,21.85
2026-02-14 09:33:15,F1-AC1,21.78
2026-02-14 09:33:20,F1-AC1,21.98
2026-02-14 09:33:25,F1-AC1,21.82
2026-02-14 09:33:30,F1-AC1,21.84
2026-02-14 09:33:35,F1-AC1,21.85
2026-02-14 09:33:40,F1-AC1,21.77
2026-02-14 09:33:45,F1-AC1,21.96
2026-02-14 09:33:50,F1-AC1,21.88
2026-02-14 09:33:55,F1-AC1,21.86
2026-02-14 09:34:00,F1-AC1,21.82
2026-02-14 09:34:05,F1-AC1,21.87
2026-02-14 09:34:10,F1-AC1,21.88
2026-02-14 09:34:15,F1-AC1,21.92
2026-02-14 09:34:20,F1-AC1,21.72
2026-02-14 09:34:25,F1-AC1,21.75
2026-02-14 09:34:30,F1-AC1,21.87
2026-02-14 09:34:35,F1-AC1,21.9
2026-02-14 09:34:40,F1-AC1,21.92
2026-02-14 09:34:45,F1-AC1,21.81
2026-02-14 09:34:50,F1-AC1,21.78
2026-02-14 09:34:55,F1-AC1,21.77
2026-02-14 09:35:00,F1-AC1,21.75
2026-02-14 09:35:05,F1-AC1,21.79
2026-02-14 09:35:10,F1-AC1,21.77
2026-02-14 09:35:15,F1-AC1,21.76
2026-02-14 09:35:20,F1-AC1,21.88
2026-02-14 09:35:25,F1-AC1,21.89
2026-02-14 09:35:30,F1-AC1,21.79
2026-02-14 09:35:35,F1-AC1,21.79
2026-02-14 09:35:40,F1-AC1,21.71
2026-02-14 09:35:45,F1-AC1,21.87
2026-02-14 09:35:50,F1-AC1,21.66
2026-02-14 09:35:55,F1-AC1,21.78
2026-02-14 09:36:00,F1-AC1,21.7
2026-02-14 09:36:05,F1-AC1,21.79
2026-02-14 09:36:10,F1-AC1,21.68
2026-02-14 09:36:15,F1-AC1,21.66
2026-02-14 09:36:20,F1-AC1,21.71
2026-02-14 09:36:25,F1-AC1,21.69
2026-02-14 09:36:30,F1-AC1,21.74
2026-02-14 09:36:35,F1-AC1,21.86
2026-02-14 09:36:40,F1-AC1,21.79
2026-02-14 09:36:45,F1-AC1,21.67
2026-02-14 09:36:50,F1-AC1,21.77
2026-02-14 09:36:55,F1-AC1,21.77
2026-02-14 09:37:00,F1-AC1,21.81
2026-02-14 09:37:05,F1-AC1,21.79
2026-02-14 09:37:10,F1-AC1,21.65
2026-02-14 09:37:15,F1-AC1,21.79
2026-02-14 09:37:20,F1-AC1,21.73
2026-02-14 09:37:25,F1-AC1,21.69
2026-02-14 09:37:30,F1-AC1,21.78
2026-02-14 09:37:35,F1-AC1,21.7
2026-02-14 09:37:40,F1-AC1,21.68
2026-02-14 09:37:45,F1-AC1,21.69
2026-02-14 09:37:50,F1-AC1,21.67
2026-02-14 09:37:55,F1-AC1,21.82
2026-02-14 09:38:00,F1-AC1,21.82
2026-02-14 09:38:05,F1-AC1,21.78
2026-02-14 09:38:10,F1-AC1,21.64
2026-02-14 09:38:15,F1-AC1,21.7
2026-02-14 09:38:20,F1-AC1,21.59
2026-02-14 09:38:25,F1-AC1,21.65
2026-02-14 09:38:30,F1-AC1,21.62
2026-02-14 09:38:35,F1-AC1,21.68
2026-02-14 09:38:40,F1-AC1,21.72
2026-02-14 09:38:45,F1-AC1,21.6
2026-02-14 09:38:50,F1-AC1,21.66
2026-02-14 09:38:55,F1-AC1,21.75
2026-02-14 09:39:00,F1-AC1,21.62
2026-02-14 09:39:05,F1-AC1,21.62
2026-02-14 09:39:10,F1-AC1,21.57
2026-02-14 09:39:15,F1-AC1,21.57
2026-02-14 09:39:20,F1-AC1,21.64
2026-02-14 09:39:25,F1-AC1,21.69
2026-02-14 09:39:30,F1-AC1,21.57
2026-02-14 09:39:35,F1-AC1,21.56
2026-02-14 09:39:40,F1-AC1,21.58
2026-02-14 09:39:45,F1-AC1,21.67
2026-02-14 09:39:50,F1-AC1,21.78
2026-02-14 09:39:55,F1-AC1,21.74
2026-02-14 09:40:00,F1-AC1,21.67
2026-02-14 09:40:05,F1-AC1,21.63
2026-02-14 09:40:10,F1-AC1,21.62
2026-02-14 09:40:15,F1-AC1,21.72
2026-02-14 09:40:20,F1-AC1,21.74
2026-02-14 09:40:25,F1-AC1,21.62
2026-02-14 09:40:30,F1-AC1,21.59
2026-02-14 09:40:35,F1-AC1,21.57
2026-02-14 09:40:40,F1-AC1,21.66
2026-02-14 09:40:45,F1-AC1,21.62
2026-02-14 09:40:50,F1-AC1,21.72
2026-02-14 09:40:55,F1-AC1,21.73
2026-02-14 09:41:00,F1-AC1,21.63
2026-02-14 09:41:05,F1-AC1,21.71
2026-02-14 09:41:10,F1-AC1,21.73
2026-02-14 09:41:15,F1-AC1,21.54
2026-02-14 09:41:20,F1-AC1,21.51
2026-02-14 09:41:25,F1-AC1,21.67
2026-02-14 09:41:30,F1-AC1,21.71
2026-02-14 09:41:35,F1-AC1,21.66
2026-02-14 09:41:40,F1-AC1,21.69
2026-02-14 09:41:45,F1-AC1,21.69
2026-02-14 09:41:50,F1-AC1,21.53
2026-02-14 09:41:55,F1-AC1,21.51
2026-02-14 09:42:00,F1-AC1,21.66
2026-02-14 09:42:05,F1-AC1,21.58
2026-02-14 09:42:10,F1-AC1,21.54
2026-02-14 09:42:15,F1-AC1,21.52
2026-02-14 09:42:20,F1-AC1,21.66
2026-02-14 09:42:25,F1-AC1,21.72
2026-02-14 09:42:30,F1-AC1,21.66
2026-02-14 09:42:35,F1-AC1,21.62
2026-02-14 09:42:40,F1-AC1,21.56
2026-02-14 09:42:45,F1-AC1,21.49
2026-02-14 09:42:50,F1-AC1,21.66
2026-02-14 09:42:55,F1-AC1,21.58
2026-02-14 09:43:00,F1-AC1,21.68
2026-02-14 09:43:05,F1-AC1,21.7
2026-02-14 09:43:10,F1-AC1,21.49
2026-02-14 09:43:15,F1-AC1,21.55
2026-02-14 09:43:20,F1-AC1,21.57
2026-02-14 09:43:25,F1-AC1,21.7
2026-02-14 09:43:30,F1-AC1,21.61
2026-02-14 09:43:35,F1-AC1,21.54
2026-02-14 09:43:40,F1-AC1,21.68
2026-02-14 09:43:45,F1-AC1,21.53
2026-02-14 09:43:50,F1-AC1,21.72
2026-02-14 09:43:55,F1-AC1,21.63
2026-02-14 09:44:00,F1-AC1,21.58
2026-02-14 09:44:05,F1-AC1,21.61
2026-02-14 09:44:10,F1-AC1,21.62
2026-02-14 09:44:15,F1-AC1,21.64
2026-02-14 09:44:20,F1-AC1,21.52
2026-02-14 09:44:25,F1-AC1,21.58
2026-02-14 09:44:30,F1-AC1,21.52
2026-02-14 09:44:35,F1-AC1,21.61
2026-02-14 09:44:40,F1-AC1,21.72
2026-02-14 09:44:45,F1-AC1,21.6
2026-02-14 09:44:50,F1-AC1,21.5
2026-02-14 09:44:55,F1-AC1,21.51
2026-02-14 09:45:00,F1-AC1,21.55
2026-02-14 09:45:05,F1-AC1,21.7
2026-02-14 09:45:10,F1-AC1,21.63
2026-02-14 09:45:15,F1-AC1,21.71
2026-02-14 09:45:20,F1-AC1,21.67
2026-02-14 09:45:25,F1-AC1,21.61
2026-02-14 09:45:30,F1-AC1,21.51
2026-02-14 09:45:35,F1-AC1,21.67
2026-02-14 09:45:40,F1-AC1,21.57
2026-02-14 09:45:45,F1-AC1,21.57
2026-02-14 09:45:50,F1-AC1,21.67
2026-02-14 09:45:55,F1-AC1,21.51
2026-02-14 09:46:00,F1-AC1,21.5
2026-02-14 09:46:05,F1-AC1,21.65
2026-02-14 09:46:10,F1-AC1,21.5
2026-02-14 09:46:15,F1-AC1,21.71
2026-02-14 09:46:20,F1-AC1,21.67
2026-02-14 09:46:25,F1-AC1,21.6
2026-02-14 09:46:30,F1-AC1,21.67
2026-02-14 09:46:35,F1-AC1,21.57
2026-02-14 09:46:40,F1-AC1,21.59
2026-02-14 09:46:45,F1-AC1,21.59
2026-02-14 09:46:50,F1-AC1,21.53
2026-02-14 09:46:55,F1-AC1,21.54
2026-02-14 09:47:00,F1-AC1,21.56
2026-02-14 09:47:05,F1-AC1,21.55
2026-02-14 09:47:10,F1-AC1,21.53
2026-02-14 09:47:15,F1-AC1,21.54
2026-02-14 09:47:20,F1-AC1,21.58
2026-02-14 09:47:25,F1-AC1,21.5
2026-02-14 09:47:30,F1-AC1,21.51
2026-02-14 09:47:35,F1-AC1,21.66
2026-02-14 09:47:40,F1-AC1,21.7
2026-02-14 09:47:45,F1-AC1,21.65
2026-02-14 09:47:50,F1-AC1,21.53
2026-02-14 09:47:55,F1-AC1,21.6
2026-02-14 09:48:00,F1-AC1,21.51
2026-02-14 09:48:05,F1-AC1,21.56
2026-02-14 09:48:10,F1-AC1,21.66
2026-02-14 09:48:15,F1-AC1,21.58
2026-02-14 09:48:20,F1-AC1,21.64
2026-02-14 09:48:25,F1-AC1,21.59
